customer_id,region,preferred_channel,acquisition_source,age_band,tier
C000541,EMEA,Mixed,Boutique,25-34,Standard
C000542,Japan,Boutique,Social,55+,Standard
C000543,EMEA,Online,Online,55+,Loyalty
C000544,Asia-Pacific,Online,Boutique,35-44,VIP
C000545,EMEA,Online,Social,18-24,Standard
C000546,Americas,Mixed,Referral,18-24,Loyalty
C000547,Americas,Mixed,Online,55+,Loyalty
C000548,Asia-Pacific,Boutique,Online,18-24,VIP
C000549,Asia-Pacific,Online,Boutique,45-54,Standard
C000550,EMEA,Boutique,Event,55+,VIP
C000551,Japan,Boutique,Boutique,35-44,Loyalty
C000552,Japan,Online,Social,55+,Loyalty
C000553,Japan,Online,Event,45-54,Standard
C000554,Asia-Pacific,Online,Boutique,18-24,Loyalty
C000555,Americas,Boutique,Online,45-54,Loyalty
C000556,Asia-Pacific,Online,Boutique,18-24,Loyalty
C000557,Japan,Boutique,Social,18-24,Standard
C000558,EMEA,Online,Referral,45-54,VIP
C000559,Japan,Online,Boutique,18-24,Loyalty
C000560,EMEA,Mixed,Event,35-44,Loyalty
C000561,EMEA,Boutique,Referral,45-54,Standard
C000562,Americas,Mixed,Event,25-34,VIP
C000563,Japan,Online,Online,35-44,Loyalty
C000564,Asia-Pacific,Boutique,Online,18-24,Standard
C000565,Japan,Boutique,Referral,35-44,Loyalty
C000566,EMEA,Boutique,Social,25-34,VIP
C000567,Japan,Mixed,Event,25-34,Loyalty
C000568,EMEA,Online,Social,18-24,Loyalty
C000569,Asia-Pacific,Mixed,Referral,35-44,Loyalty
C000570,Asia-Pacific,Boutique,Event,25-34,Loyalty
C000571,Asia-Pacific,Mixed,Online,45-54,Loyalty
C000572,Americas,Boutique,Social,35-44,VIP
C000573,Japan,Mixed,Online,35-44,Loyalty
C000574,Asia-Pacific,Boutique,Social,18-24,VIP
C000575,Americas,Mixed,Event,25-34,VIP
C000576,EMEA,Mixed,Referral,25-34,Loyalty
C000577,Asia-Pacific,Mixed,Boutique,45-54,VIP
C000578,Japan,Online,Social,25-34,Loyalty
C000579,Americas,Mixed,Referral,45-54,Standard
C000580,Japan,Mixed,Referral,55+,Loyalty
C000581,Japan,Mixed,Boutique,35-44,VIP
C000582,EMEA,Online,Online,35-44,Standard
C000583,EMEA,Mixed,Referral,35-44,Loyalty
C000584,EMEA,Online,Boutique,35-44,Standard
C000585,Americas,Boutique,Social,45-54,Loyalty
C000586,Americas,Boutique,Boutique,45-54,Standard
C000587,Asia-Pacific,Boutique,Boutique,18-24,VIP
C000588,Americas,Boutique,Social,35-44,Loyalty
C000589,Americas,Mixed,Referral,35-44,Loyalty
C000590,EMEA,Boutique,Referral,35-44,Standard
C000591,Asia-Pacific,Online,Boutique,18-24,Loyalty
C000592,EMEA,Mixed,Online,25-34,VIP
C000593,Americas,Mixed,Online,35-44,VIP
C000594,Japan,Boutique,Online,45-54,VIP
C000595,Americas,Online,Referral,45-54,Standard
C000596,Americas,Boutique,Event,45-54,Loyalty
C000597,EMEA,Mixed,Online,25-34,Loyalty
C000598,EMEA,Mixed,Boutique,55+,Standard
C000599,Asia-Pacific,Boutique,Online,45-54,Standard
C000600,Asia-Pacific,Mixed,Referral,55+,VIP
C000601,Asia-Pacific,Mixed,Referral,55+,Loyalty
C000602,EMEA,Boutique,Social,45-54,VIP
C000603,Americas,Mixed,Social,55+,VIP
C000604,EMEA,Mixed,Online,35-44,Standard
C000605,Americas,Boutique,Boutique,25-34,Loyalty
C000606,Americas,Mixed,Referral,45-54,VIP
C000607,Americas,Mixed,Referral,45-54,Standard
C000608,Japan,Mixed,Event,25-34,VIP
C000609,Americas,Boutique,Social,25-34,Standard
C000610,Asia-Pacific,Boutique,Event,18-24,Loyalty
C000611,EMEA,Boutique,Online,25-34,Loyalty
C000612,Japan,Boutique,Referral,45-54,VIP
C000613,Japan,Boutique,Online,18-24,VIP
C000614,EMEA,Online,Social,18-24,Loyalty
C000615,Americas,Mixed,Social,25-34,Loyalty
C000616,Japan,Mixed,Event,18-24,VIP
C000617,EMEA,Boutique,Event,35-44,VIP
C000618,EMEA,Mixed,Referral,55+,Standard
C000619,Japan,Online,Online,35-44,Standard
C000620,Japan,Boutique,Social,18-24,Loyalty
C000621,EMEA,Online,Online,55+,VIP
C000622,Asia-Pacific,Mixed,Event,45-54,Standard
C000623,Americas,Online,Online,18-24,VIP
C000624,Asia-Pacific,Mixed,Social,55+,VIP
C000625,Americas,Boutique,Social,35-44,VIP
C000626,Asia-Pacific,Mixed,Boutique,25-34,Loyalty
C000627,EMEA,Boutique,Online,25-34,Standard
C000628,Americas,Mixed,Social,25-34,VIP
C000629,Japan,Boutique,Online,55+,VIP
C000630,Asia-Pacific,Mixed,Referral,45-54,Loyalty
C000631,EMEA,Mixed,Boutique,45-54,VIP
C000632,Asia-Pacific,Mixed,Social,45-54,Loyalty
C000633,Asia-Pacific,Mixed,Boutique,18-24,VIP
C000634,Japan,Mixed,Social,18-24,VIP
C000635,Japan,Online,Referral,25-34,Loyalty
C000636,Asia-Pacific,Boutique,Social,35-44,VIP
C000637,Americas,Mixed,Referral,35-44,VIP
C000638,EMEA,Online,Boutique,45-54,Standard
C000639,EMEA,Online,Referral,45-54,Standard
C000640,Japan,Online,Online,35-44,Standard
C000641,Asia-Pacific,Online,Social,35-44,Standard
C000642,Asia-Pacific,Mixed,Online,18-24,Loyalty
C000643,Asia-Pacific,Mixed,Online,45-54,VIP
C000644,EMEA,Mixed,Boutique,18-24,Standard
C000645,Japan,Online,Online,55+,Standard
C000646,Japan,Online,Boutique,35-44,Standard
C000647,Japan,Mixed,Online,45-54,Standard
C000648,Americas,Boutique,Boutique,18-24,Standard
C000649,Asia-Pacific,Boutique,Social,25-34,Loyalty
C000650,Americas,Mixed,Online,18-24,VIP
C000651,EMEA,Mixed,Online,45-54,Loyalty
C000652,Americas,Mixed,Online,45-54,VIP
C000653,Japan,Online,Boutique,18-24,Standard
C000654,EMEA,Mixed,Referral,35-44,Loyalty
C000655,Asia-Pacific,Online,Online,35-44,VIP
C000656,EMEA,Online,Event,55+,VIP
C000657,Asia-Pacific,Mixed,Boutique,35-44,Standard
C000658,Americas,Mixed,Referral,35-44,VIP
C000659,EMEA,Online,Referral,45-54,Standard
C000660,Americas,Boutique,Event,18-24,VIP
C000661,EMEA,Boutique,Social,25-34,Loyalty
C000662,Japan,Boutique,Event,25-34,Loyalty
C000663,EMEA,Online,Event,18-24,Standard
C000664,Asia-Pacific,Online,Boutique,18-24,Loyalty
C000665,Asia-Pacific,Mixed,Event,45-54,Loyalty
C000666,Japan,Online,Event,55+,VIP
C000667,Americas,Boutique,Boutique,35-44,Standard
C000668,Americas,Online,Event,35-44,Loyalty
C000669,EMEA,Boutique,Referral,25-34,Standard
C000670,Americas,Online,Referral,18-24,Loyalty
C000671,EMEA,Boutique,Online,18-24,Standard
C000672,Americas,Mixed,Boutique,25-34,Loyalty
C000673,Asia-Pacific,Mixed,Event,35-44,Standard
C000674,Asia-Pacific,Online,Social,18-24,Standard
C000675,Asia-Pacific,Boutique,Social,55+,Standard
C000676,Asia-Pacific,Mixed,Event,18-24,Loyalty
C000677,Japan,Mixed,Social,18-24,Loyalty
C000678,Americas,Boutique,Online,35-44,Standard
C000679,EMEA,Online,Event,18-24,Standard
C000680,EMEA,Online,Boutique,45-54,Loyalty
C000681,Japan,Online,Online,18-24,VIP
C000682,Japan,Online,Social,25-34,Loyalty
C000683,Asia-Pacific,Boutique,Boutique,55+,Loyalty
C000684,EMEA,Mixed,Boutique,25-34,Standard
C000685,EMEA,Boutique,Boutique,45-54,Loyalty
C000686,Asia-Pacific,Boutique,Boutique,55+,Loyalty
C000687,EMEA,Boutique,Online,35-44,VIP
C000688,Asia-Pacific,Mixed,Event,25-34,Loyalty
C000689,Asia-Pacific,Mixed,Referral,25-34,VIP
C000690,Americas,Online,Boutique,45-54,Standard
C000691,Americas,Mixed,Social,18-24,Loyalty
C000692,EMEA,Mixed,Referral,35-44,Standard
C000693,Americas,Mixed,Online,45-54,Loyalty
C000694,EMEA,Online,Social,18-24,Standard
C000695,Americas,Mixed,Referral,35-44,Loyalty
C000696,EMEA,Mixed,Boutique,55+,Standard
C000697,Japan,Online,Event,55+,Standard
C000698,Japan,Mixed,Online,25-34,Loyalty
C000699,Asia-Pacific,Boutique,Referral,35-44,Loyalty
C000700,Japan,Boutique,Online,18-24,Standard
C000701,Americas,Mixed,Boutique,25-34,Standard
C000702,Americas,Boutique,Referral,35-44,Loyalty
C000703,EMEA,Mixed,Social,25-34,Loyalty
C000704,Asia-Pacific,Boutique,Social,18-24,Standard
C000705,Americas,Mixed,Social,55+,Standard
C000706,Americas,Boutique,Online,18-24,VIP
C000707,Americas,Boutique,Referral,55+,Standard
C000708,Asia-Pacific,Boutique,Online,18-24,Loyalty
C000709,Japan,Mixed,Event,25-34,Standard
C000710,Japan,Online,Online,18-24,Standard
C000711,EMEA,Online,Online,25-34,Loyalty
C000712,Asia-Pacific,Mixed,Boutique,55+,VIP
C000713,Asia-Pacific,Online,Boutique,18-24,Standard
C000714,Japan,Online,Boutique,35-44,Standard
C000715,EMEA,Boutique,Boutique,25-34,VIP
C000716,Japan,Mixed,Referral,45-54,Standard
C000717,Japan,Mixed,Referral,25-34,Loyalty
C000718,Americas,Online,Social,35-44,Loyalty
C000719,Americas,Online,Event,55+,VIP
C000720,Americas,Mixed,Social,45-54,Loyalty
C000721,Japan,Online,Boutique,35-44,Loyalty
C000722,Americas,Boutique,Online,55+,Standard
C000723,EMEA,Boutique,Social,45-54,VIP
C000724,Japan,Boutique,Event,55+,Loyalty
C000725,Japan,Boutique,Online,18-24,Loyalty
C000726,Americas,Online,Social,18-24,Loyalty
C000727,Asia-Pacific,Mixed,Online,25-34,Standard
C000728,Americas,Mixed,Online,35-44,VIP
C000729,EMEA,Online,Event,45-54,Loyalty
C000730,Americas,Online,Online,55+,Loyalty
C000731,Asia-Pacific,Mixed,Boutique,35-44,VIP
C000732,Americas,Mixed,Online,45-54,VIP
C000733,Asia-Pacific,Online,Referral,18-24,Standard
C000734,EMEA,Online,Event,25-34,Standard
C000735,Japan,Online,Social,55+,Standard
C000736,Americas,Boutique,Online,35-44,Standard
C000737,EMEA,Online,Event,25-34,Standard
C000738,Asia-Pacific,Online,Social,45-54,VIP
C000739,EMEA,Boutique,Social,35-44,Standard
C000740,Americas,Mixed,Referral,45-54,VIP
C000741,Asia-Pacific,Online,Event,55+,Loyalty
C000742,Americas,Mixed,Event,25-34,Loyalty
C000743,Asia-Pacific,Mixed,Social,25-34,Standard
C000744,EMEA,Mixed,Event,45-54,VIP
C000745,EMEA,Online,Event,35-44,VIP
C000746,Americas,Mixed,Event,18-24,Loyalty
C000747,Americas,Boutique,Boutique,25-34,Loyalty
C000748,Asia-Pacific,Online,Boutique,35-44,Loyalty
C000749,EMEA,Boutique,Online,25-34,VIP
C000750,EMEA,Boutique,Social,18-24,VIP
C000751,EMEA,Online,Referral,45-54,VIP
C000752,Japan,Online,Referral,45-54,Loyalty
C000753,Asia-Pacific,Mixed,Referral,18-24,Loyalty
C000754,Americas,Online,Referral,18-24,Standard
C000755,Asia-Pacific,Online,Social,35-44,Standard
C000756,EMEA,Boutique,Online,45-54,Standard
C000757,EMEA,Mixed,Boutique,35-44,VIP
C000758,Japan,Mixed,Boutique,45-54,VIP
C000759,Americas,Mixed,Referral,25-34,Standard
C000760,EMEA,Boutique,Online,25-34,Loyalty
C000761,Asia-Pacific,Mixed,Social,35-44,Standard
C000762,EMEA,Online,Referral,55+,VIP
C000763,Japan,Online,Boutique,35-44,Standard
C000764,Japan,Online,Social,55+,Loyalty
C000765,Americas,Online,Boutique,25-34,Standard
C000766,Asia-Pacific,Online,Referral,18-24,Loyalty
C000767,Japan,Boutique,Referral,35-44,Standard
C000768,Japan,Online,Social,45-54,Loyalty
C000769,Americas,Boutique,Boutique,35-44,Loyalty
C000770,Japan,Boutique,Online,35-44,VIP
C000771,EMEA,Online,Boutique,18-24,VIP
C000772,Asia-Pacific,Mixed,Referral,55+,Standard
C000773,EMEA,Boutique,Event,45-54,VIP
C000774,Japan,Mixed,Online,45-54,Loyalty
C000775,EMEA,Boutique,Boutique,55+,VIP
C000776,Americas,Online,Referral,25-34,Standard
C000777,Americas,Online,Online,18-24,Loyalty
C000778,EMEA,Mixed,Referral,25-34,VIP
C000779,Americas,Mixed,Social,35-44,VIP
C000780,EMEA,Online,Referral,55+,Loyalty
C000781,Asia-Pacific,Boutique,Event,45-54,Standard
C000782,Japan,Online,Referral,25-34,Standard
C000783,EMEA,Online,Event,18-24,Loyalty
C000784,Asia-Pacific,Boutique,Social,45-54,VIP
C000785,Japan,Mixed,Event,45-54,Standard
C000786,Americas,Boutique,Referral,25-34,VIP
C000787,Japan,Online,Referral,35-44,VIP
C000788,Americas,Online,Referral,35-44,Loyalty
C000789,EMEA,Boutique,Social,35-44,Loyalty
C000790,Japan,Mixed,Boutique,25-34,Standard
C000791,Asia-Pacific,Mixed,Referral,35-44,Loyalty
C000792,Japan,Mixed,Boutique,25-34,Loyalty
C000793,Americas,Boutique,Referral,55+,Loyalty
C000794,EMEA,Mixed,Online,18-24,Loyalty
C000795,Japan,Online,Event,55+,Standard
C000796,Americas,Online,Online,18-24,Standard
C000797,EMEA,Boutique,Boutique,35-44,VIP
C000798,Americas,Boutique,Social,45-54,VIP
C000799,Japan,Mixed,Boutique,18-24,Standard
C000800,Asia-Pacific,Boutique,Event,45-54,Standard
C000801,Japan,Mixed,Event,35-44,Loyalty
C000802,Americas,Boutique,Boutique,35-44,Standard
C000803,Japan,Online,Online,55+,Standard
C000804,Americas,Mixed,Online,25-34,Loyalty
C000805,Japan,Mixed,Boutique,18-24,Loyalty
C000806,Americas,Mixed,Online,55+,Standard
C000807,Americas,Boutique,Event,35-44,VIP
C000808,Asia-Pacific,Boutique,Referral,35-44,Loyalty
C000809,Asia-Pacific,Online,Referral,35-44,VIP
C000810,Japan,Mixed,Boutique,18-24,VIP
C000811,Asia-Pacific,Mixed,Event,55+,Loyalty
C000812,Asia-Pacific,Mixed,Boutique,45-54,Standard
C000813,Asia-Pacific,Boutique,Social,35-44,Loyalty
C000814,Asia-Pacific,Online,Online,55+,Standard
C000815,EMEA,Mixed,Referral,35-44,VIP
C000816,Americas,Mixed,Boutique,45-54,Loyalty
C000817,Asia-Pacific,Boutique,Referral,45-54,VIP
C000818,EMEA,Mixed,Event,25-34,Loyalty
C000819,Americas,Mixed,Event,45-54,VIP
C000820,Asia-Pacific,Mixed,Social,25-34,VIP
C000821,Americas,Boutique,Boutique,45-54,Standard
C000822,Asia-Pacific,Mixed,Event,25-34,VIP
C000823,Asia-Pacific,Mixed,Boutique,25-34,Loyalty
C000824,Americas,Mixed,Social,45-54,Loyalty
C000825,Asia-Pacific,Boutique,Event,35-44,Loyalty
C000826,EMEA,Boutique,Boutique,55+,VIP
C000827,EMEA,Boutique,Online,55+,Standard
C000828,Japan,Mixed,Social,45-54,Standard
C000829,Americas,Online,Online,35-44,Loyalty
C000830,Japan,Online,Social,25-34,Standard
C000831,Japan,Boutique,Online,35-44,VIP
C000832,EMEA,Online,Referral,35-44,Standard
C000833,Americas,Mixed,Online,45-54,Standard
C000834,Americas,Mixed,Referral,45-54,Loyalty
C000835,Japan,Boutique,Referral,18-24,Standard
C000836,Americas,Mixed,Social,18-24,Loyalty
C000837,Americas,Online,Boutique,25-34,Standard
C000838,Asia-Pacific,Boutique,Online,18-24,Loyalty
C000839,Asia-Pacific,Online,Boutique,18-24,Loyalty
C000840,Asia-Pacific,Boutique,Event,55+,VIP
C000841,Asia-Pacific,Boutique,Online,35-44,Loyalty
C000842,Asia-Pacific,Online,Online,45-54,Standard
C000843,Americas,Online,Online,25-34,VIP
C000844,EMEA,Mixed,Event,25-34,Standard
C000845,Asia-Pacific,Mixed,Boutique,45-54,VIP
C000846,Asia-Pacific,Mixed,Event,18-24,VIP
C000847,EMEA,Mixed,Boutique,18-24,Standard
C000848,EMEA,Boutique,Referral,45-54,Standard
C000849,Asia-Pacific,Boutique,Online,25-34,VIP
C000850,EMEA,Boutique,Referral,18-24,VIP
C000851,Asia-Pacific,Mixed,Event,25-34,Loyalty
C000852,EMEA,Mixed,Event,18-24,Loyalty
C000853,EMEA,Online,Referral,25-34,VIP
C000854,Americas,Boutique,Event,25-34,Loyalty
C000855,Japan,Boutique,Online,18-24,VIP
C000856,Japan,Online,Referral,35-44,Standard
C000857,EMEA,Online,Boutique,18-24,VIP
C000858,Japan,Online,Boutique,55+,Standard
C000859,EMEA,Boutique,Online,45-54,Loyalty
C000860,Asia-Pacific,Boutique,Boutique,18-24,Standard
C000861,EMEA,Boutique,Social,35-44,Loyalty
C000862,EMEA,Online,Boutique,18-24,Standard
C000863,Americas,Boutique,Social,45-54,VIP
C000864,Asia-Pacific,Mixed,Boutique,35-44,Loyalty
C000865,Americas,Online,Referral,45-54,Loyalty
C000866,Asia-Pacific,Boutique,Referral,45-54,VIP
C000867,Americas,Online,Online,18-24,Standard
C000868,EMEA,Boutique,Event,45-54,VIP
C000869,Japan,Online,Event,45-54,Loyalty
C000870,EMEA,Mixed,Online,45-54,Loyalty
C000871,EMEA,Boutique,Referral,18-24,Standard
C000872,Asia-Pacific,Mixed,Social,18-24,VIP
C000873,Americas,Mixed,Social,55+,VIP
C000874,EMEA,Boutique,Online,45-54,Loyalty
C000875,Japan,Online,Event,55+,Standard
C000876,EMEA,Mixed,Online,55+,Loyalty
C000877,Japan,Online,Boutique,45-54,Loyalty
C000878,Americas,Boutique,Social,18-24,VIP
C000879,Americas,Mixed,Referral,45-54,Standard
C000880,EMEA,Boutique,Referral,55+,Loyalty
C000881,EMEA,Boutique,Referral,35-44,Standard
C000882,Japan,Mixed,Boutique,18-24,Loyalty
C000883,Japan,Online,Event,55+,Standard
C000884,EMEA,Mixed,Event,35-44,VIP
C000885,Americas,Mixed,Referral,35-44,Loyalty
C000886,EMEA,Online,Referral,35-44,VIP
C000887,Japan,Mixed,Social,45-54,Standard
C000888,EMEA,Mixed,Online,18-24,Loyalty
C000889,Asia-Pacific,Mixed,Social,55+,VIP
C000890,Asia-Pacific,Mixed,Boutique,18-24,Standard
C000891,Japan,Online,Referral,18-24,Loyalty
C000892,Americas,Online,Boutique,45-54,Standard
C000893,Japan,Online,Social,18-24,Loyalty
C000894,EMEA,Mixed,Event,18-24,Loyalty
C000895,Japan,Mixed,Event,55+,Standard
C000896,Japan,Online,Event,18-24,VIP
C000897,Japan,Mixed,Referral,55+,Standard
C000898,Americas,Mixed,Online,18-24,Loyalty
C000899,Asia-Pacific,Mixed,Referral,45-54,VIP
C000900,Americas,Boutique,Referral,35-44,Loyalty
C000901,Japan,Online,Online,45-54,VIP
C000902,Asia-Pacific,Mixed,Event,35-44,VIP
C000903,Americas,Online,Online,55+,VIP
C000904,Asia-Pacific,Mixed,Social,25-34,VIP
C000905,Americas,Mixed,Event,35-44,VIP
C000906,EMEA,Boutique,Event,45-54,VIP
C000907,Japan,Mixed,Event,35-44,Loyalty
C000908,EMEA,Mixed,Boutique,18-24,Loyalty
C000909,Americas,Online,Boutique,25-34,Loyalty
C000910,Americas,Boutique,Social,25-34,Standard
C000911,Asia-Pacific,Online,Event,18-24,Loyalty
C000912,Japan,Online,Event,55+,Standard
C000913,Japan,Online,Event,35-44,VIP
C000914,EMEA,Boutique,Referral,45-54,VIP
C000915,Asia-Pacific,Mixed,Boutique,18-24,VIP
C000916,Asia-Pacific,Online,Event,45-54,Standard
C000917,Asia-Pacific,Mixed,Event,55+,Standard
C000918,Americas,Boutique,Referral,25-34,VIP
C000919,EMEA,Online,Online,55+,Standard
C000920,Japan,Online,Referral,35-44,VIP
C000921,Asia-Pacific,Online,Online,55+,Loyalty
C000922,EMEA,Boutique,Referral,25-34,Standard
C000923,Americas,Boutique,Event,18-24,VIP
C000924,Asia-Pacific,Boutique,Event,55+,Loyalty
C000925,EMEA,Mixed,Social,55+,Standard
C000926,Americas,Mixed,Boutique,55+,Standard
C000927,Japan,Mixed,Event,45-54,Standard
C000928,Asia-Pacific,Online,Online,35-44,Loyalty
C000929,Asia-Pacific,Boutique,Online,55+,VIP
C000930,Japan,Mixed,Boutique,18-24,VIP
C000931,Asia-Pacific,Boutique,Online,55+,VIP
C000932,Americas,Online,Social,45-54,Standard
C000933,Japan,Boutique,Event,35-44,Standard
C000934,Asia-Pacific,Mixed,Event,45-54,Loyalty
C000935,EMEA,Boutique,Online,35-44,VIP
C000936,EMEA,Online,Online,55+,VIP
C000937,EMEA,Mixed,Boutique,25-34,VIP
C000938,Americas,Mixed,Referral,18-24,Standard
C000939,Japan,Mixed,Boutique,25-34,Standard
C000940,Japan,Mixed,Social,18-24,Standard
C000941,EMEA,Online,Online,35-44,VIP
C000942,EMEA,Mixed,Online,35-44,Loyalty
C000943,Japan,Boutique,Referral,45-54,Loyalty
C000944,EMEA,Boutique,Boutique,55+,Standard
C000945,EMEA,Mixed,Event,18-24,VIP
C000946,EMEA,Boutique,Event,18-24,Loyalty
C000947,Asia-Pacific,Mixed,Boutique,35-44,Loyalty
C000948,Japan,Boutique,Boutique,45-54,Standard
C000949,Americas,Online,Referral,55+,Loyalty
C000950,Americas,Boutique,Social,18-24,VIP
C000951,Americas,Online,Boutique,18-24,VIP
C000952,Japan,Mixed,Event,18-24,Loyalty
C000953,Americas,Mixed,Social,25-34,Loyalty
C000954,Americas,Online,Online,25-34,VIP
C000955,Asia-Pacific,Online,Boutique,25-34,VIP
C000956,EMEA,Mixed,Referral,55+,Standard
C000957,Asia-Pacific,Mixed,Boutique,35-44,Standard
C000958,Americas,Mixed,Event,45-54,Loyalty
C000959,Asia-Pacific,Online,Online,18-24,Loyalty
C000960,EMEA,Online,Social,45-54,Loyalty
C000961,Asia-Pacific,Mixed,Social,55+,Standard
C000962,Asia-Pacific,Boutique,Referral,25-34,Standard
C000963,Asia-Pacific,Online,Online,45-54,Loyalty
C000964,Asia-Pacific,Online,Social,45-54,Loyalty
C000965,Japan,Boutique,Social,45-54,VIP
C000966,EMEA,Online,Event,18-24,Loyalty
C000967,Americas,Mixed,Online,35-44,VIP
C000968,EMEA,Mixed,Boutique,18-24,VIP
C000969,EMEA,Mixed,Event,45-54,VIP
C000970,Americas,Online,Event,35-44,VIP
C000971,Japan,Mixed,Online,35-44,Loyalty
C000972,Americas,Mixed,Social,25-34,Loyalty
C000973,EMEA,Boutique,Social,55+,Standard
C000974,Americas,Mixed,Online,55+,Standard
C000975,Japan,Online,Online,55+,VIP
C000976,Americas,Mixed,Referral,35-44,Standard
C000977,Americas,Boutique,Online,18-24,Loyalty
C000978,Asia-Pacific,Online,Boutique,25-34,VIP
C000979,Asia-Pacific,Boutique,Referral,45-54,Standard
C000980,EMEA,Mixed,Social,18-24,VIP
C000981,Asia-Pacific,Mixed,Social,55+,VIP
C000982,Americas,Boutique,Referral,35-44,VIP
C000983,EMEA,Mixed,Social,45-54,Standard
C000984,Japan,Boutique,Social,45-54,Loyalty
C000985,EMEA,Mixed,Online,45-54,Standard
C000986,Americas,Online,Event,35-44,Standard
C000987,Americas,Online,Online,35-44,VIP
C000988,EMEA,Mixed,Online,45-54,Loyalty
C000989,EMEA,Boutique,Referral,45-54,Standard
C000990,Americas,Mixed,Referral,18-24,Standard
C000991,EMEA,Online,Event,55+,Standard
C000992,Americas,Mixed,Event,18-24,VIP
C000993,Americas,Online,Online,35-44,Standard
C000994,Japan,Mixed,Event,18-24,VIP
C000995,Asia-Pacific,Online,Online,45-54,VIP
C000996,Japan,Boutique,Online,25-34,Loyalty
C000997,Americas,Mixed,Online,55+,VIP
C000998,Asia-Pacific,Online,Social,45-54,VIP
C000999,EMEA,Online,Referral,45-54,Standard
C001000,EMEA,Online,Online,55+,VIP
C001001,Japan,Online,Event,18-24,Standard
C001002,Japan,Mixed,Event,18-24,VIP
C001003,EMEA,Online,Referral,25-34,VIP
C001004,EMEA,Mixed,Referral,55+,Loyalty
C001005,Asia-Pacific,Online,Event,45-54,Standard
C001006,Japan,Boutique,Social,55+,VIP
C001007,EMEA,Boutique,Online,35-44,Loyalty
C001008,Americas,Online,Social,55+,VIP
C001009,Japan,Boutique,Online,18-24,VIP
C001010,EMEA,Mixed,Event,18-24,VIP
C001011,EMEA,Boutique,Online,35-44,Loyalty
C001012,Asia-Pacific,Online,Online,45-54,VIP
C001013,Asia-Pacific,Boutique,Event,45-54,VIP
C001014,Asia-Pacific,Mixed,Social,45-54,Standard
C001015,Japan,Mixed,Event,45-54,Standard
C001016,Asia-Pacific,Mixed,Event,45-54,Loyalty
C001017,Asia-Pacific,Mixed,Social,45-54,VIP
C001018,Americas,Mixed,Boutique,25-34,Loyalty
C001019,Americas,Online,Online,55+,Loyalty
C001020,Asia-Pacific,Mixed,Event,18-24,Standard
C001021,Japan,Mixed,Boutique,18-24,Standard
C001022,Japan,Mixed,Referral,18-24,Standard
C001023,Asia-Pacific,Online,Social,18-24,VIP
C001024,EMEA,Mixed,Referral,45-54,VIP
C001025,Asia-Pacific,Mixed,Event,18-24,Standard
C001026,Japan,Boutique,Boutique,25-34,VIP
C001027,Asia-Pacific,Online,Boutique,55+,VIP
C001028,Americas,Mixed,Online,18-24,Loyalty
C001029,Americas,Mixed,Boutique,25-34,Standard
C001030,Asia-Pacific,Boutique,Social,45-54,Loyalty
C001031,Americas,Mixed,Boutique,18-24,Standard
C001032,Asia-Pacific,Mixed,Event,55+,Loyalty
C001033,Asia-Pacific,Boutique,Online,55+,Standard
C001034,Japan,Boutique,Event,18-24,Loyalty
C001035,Americas,Boutique,Event,18-24,VIP
C001036,EMEA,Mixed,Social,35-44,Standard
C001037,Asia-Pacific,Mixed,Event,35-44,VIP
C001038,Japan,Boutique,Event,45-54,Standard
C001039,Asia-Pacific,Boutique,Referral,55+,Standard
C001040,Japan,Online,Social,18-24,Loyalty
C001041,Americas,Mixed,Online,35-44,Loyalty
C001042,Asia-Pacific,Mixed,Event,18-24,VIP
C001043,Asia-Pacific,Online,Social,18-24,Loyalty
C001044,Asia-Pacific,Online,Event,25-34,Loyalty
C001045,Asia-Pacific,Boutique,Online,55+,Loyalty
C001046,Americas,Mixed,Online,45-54,VIP
C001047,Americas,Online,Online,35-44,Standard
C001048,Americas,Online,Online,55+,Loyalty
C001049,Americas,Online,Boutique,18-24,VIP
C001050,Japan,Mixed,Boutique,55+,Standard
C001051,Japan,Boutique,Event,35-44,Loyalty
C001052,Asia-Pacific,Boutique,Online,55+,Loyalty
C001053,Japan,Online,Event,25-34,Standard
C001054,Japan,Boutique,Event,18-24,VIP
C001055,Asia-Pacific,Boutique,Online,45-54,Standard
C001056,Japan,Boutique,Boutique,18-24,VIP
C001057,Americas,Boutique,Event,18-24,Loyalty
C001058,Asia-Pacific,Mixed,Social,25-34,VIP
C001059,Asia-Pacific,Online,Social,45-54,VIP
C001060,Asia-Pacific,Boutique,Online,45-54,Loyalty
C001061,Americas,Boutique,Social,35-44,Loyalty
C001062,Asia-Pacific,Boutique,Online,55+,Standard
C001063,Americas,Online,Social,25-34,VIP
C001064,Japan,Boutique,Online,25-34,VIP
C001065,Americas,Boutique,Boutique,25-34,Loyalty
C001066,Japan,Online,Event,55+,VIP
C001067,Asia-Pacific,Boutique,Social,35-44,VIP
C001068,EMEA,Boutique,Boutique,25-34,Standard
C001069,Americas,Boutique,Referral,18-24,Loyalty
C001070,Asia-Pacific,Boutique,Social,35-44,VIP
C001071,Asia-Pacific,Boutique,Boutique,45-54,Standard
C001072,Asia-Pacific,Mixed,Event,25-34,VIP
C001073,Americas,Boutique,Social,35-44,VIP
C001074,Japan,Mixed,Referral,18-24,Loyalty
C001075,Asia-Pacific,Boutique,Online,25-34,VIP
