order_id,customer_id,order_date,category,basket_value,items_count,discount_flag,boutique_flag
ORD0002077,C000509,2024-09-13,RTW,365.62,2,0,1
ORD0002078,C000509,2025-07-11,Beauty,820.97,4,0,1
ORD0002079,C000509,2025-09-29,Accessories,83.93,4,0,1
ORD0002080,C000509,2025-04-06,RTW,2400.16,4,1,0
ORD0002081,C000510,2025-10-21,Beauty,300.1,2,0,0
ORD0002082,C000510,2025-12-11,RTW,102.12,2,0,0
ORD0002083,C000510,2025-05-21,Beauty,127.09,6,0,0
ORD0002084,C000510,2025-03-06,Beauty,55.18,3,0,0
ORD0002085,C000510,2024-08-21,Fragrance,132.1,3,0,0
ORD0002086,C000510,2025-10-06,Beauty,179.03,5,0,0
ORD0002087,C000510,2026-01-15,Fragrance,122.82,2,1,0
ORD0002088,C000510,2025-05-05,Beauty,229.22,5,0,0
ORD0002089,C000510,2025-09-10,Beauty,113.11,4,1,0
ORD0002090,C000511,2024-08-21,Beauty,873.16,7,0,0
ORD0002091,C000511,2025-08-08,Accessories,870.91,4,1,1
ORD0002092,C000511,2025-08-21,Accessories,1663.82,4,0,1
ORD0002093,C000511,2025-05-10,Beauty,952.19,5,1,0
ORD0002094,C000512,2025-11-06,Beauty,411.52,4,0,0
ORD0002095,C000512,2024-08-23,Beauty,50.0,7,0,0
ORD0002096,C000512,2024-10-28,Accessories,383.96,4,0,0
ORD0002097,C000512,2025-11-06,Accessories,113.61,4,0,0
ORD0002098,C000513,2024-09-02,RTW,82.59,4,0,0
ORD0002099,C000513,2024-08-28,Fragrance,99.46,3,1,0
ORD0002100,C000513,2025-11-19,RTW,131.71,3,0,0
ORD0002101,C000513,2025-05-09,Beauty,522.05,4,0,0
ORD0002102,C000514,2025-09-29,RTW,162.13,2,0,0
ORD0002103,C000514,2025-01-31,RTW,211.47,3,0,1
ORD0002104,C000514,2025-06-06,RTW,481.57,4,0,1
ORD0002105,C000514,2024-08-29,RTW,235.88,3,0,0
ORD0002106,C000515,2025-08-07,Beauty,90.14,2,1,1
ORD0002107,C000515,2025-12-14,Beauty,313.31,2,0,0
ORD0002108,C000515,2025-10-27,Fragrance,398.96,3,0,0
ORD0002109,C000516,2025-07-21,Fragrance,172.93,3,0,0
ORD0002110,C000516,2024-12-14,Beauty,584.25,9,1,0
ORD0002111,C000517,2025-11-05,Beauty,136.81,3,0,0
ORD0002112,C000518,2024-09-06,Beauty,544.9,10,0,0
ORD0002113,C000519,2025-08-14,Accessories,426.01,3,0,1
ORD0002114,C000519,2024-09-01,Beauty,333.46,1,0,0
ORD0002115,C000519,2024-12-25,Fragrance,225.77,3,0,0
ORD0002116,C000519,2024-09-29,Beauty,1587.96,2,0,1
ORD0002117,C000520,2025-12-17,Fragrance,301.46,4,0,1
ORD0002118,C000520,2025-10-02,Beauty,421.24,3,0,1
ORD0002119,C000520,2024-11-23,Accessories,439.19,4,1,1
ORD0002120,C000520,2024-09-11,Accessories,348.45,2,0,1
ORD0002121,C000521,2025-08-02,Fragrance,152.3,3,0,0
ORD0002122,C000522,2025-06-15,RTW,76.45,2,0,0
ORD0002123,C000522,2025-10-13,RTW,50.0,3,0,0
ORD0002124,C000522,2024-12-19,RTW,305.16,4,0,0
ORD0002125,C000522,2024-11-25,Accessories,411.31,3,0,0
ORD0002126,C000522,2025-01-10,Fragrance,59.86,6,0,0
ORD0002127,C000523,2025-05-04,RTW,224.21,2,0,1
ORD0002128,C000523,2025-05-03,Fragrance,767.37,7,0,1
ORD0002129,C000523,2025-11-25,RTW,585.91,2,0,1
ORD0002130,C000524,2025-02-18,RTW,824.14,4,1,1
ORD0002131,C000524,2025-01-31,RTW,502.2,4,0,1
ORD0002132,C000524,2024-12-10,RTW,225.98,4,0,1
ORD0002133,C000524,2026-01-30,Beauty,198.86,3,0,1
ORD0002134,C000524,2025-06-17,Beauty,228.21,5,0,1
ORD0002135,C000525,2024-09-04,Fragrance,378.53,5,0,1
ORD0002136,C000525,2024-11-10,Fragrance,306.01,3,0,1
ORD0002137,C000525,2024-09-26,Accessories,300.5,4,0,0
ORD0002138,C000525,2024-08-09,Accessories,110.25,4,0,1
ORD0002139,C000526,2024-11-21,Accessories,88.29,4,1,0
ORD0002140,C000526,2025-10-31,Fragrance,303.21,1,0,1
ORD0002141,C000526,2025-10-07,Beauty,138.7,3,0,0
ORD0002142,C000526,2025-05-21,Beauty,127.34,2,0,0
ORD0002143,C000526,2025-08-16,Beauty,102.17,6,0,0
ORD0002144,C000526,2024-12-09,Accessories,378.96,2,1,1
ORD0002145,C000526,2024-12-09,Accessories,908.54,4,0,1
ORD0002146,C000526,2025-05-21,Accessories,265.57,4,1,1
ORD0002147,C000527,2024-08-25,Beauty,345.58,3,1,0
ORD0002148,C000527,2026-01-08,Fragrance,156.06,6,0,0
ORD0002149,C000528,2025-04-20,Beauty,73.76,1,0,0
ORD0002150,C000529,2025-05-07,Beauty,165.76,3,0,1
ORD0002151,C000529,2025-03-11,Beauty,327.26,2,0,0
ORD0002152,C000529,2025-04-09,Accessories,973.31,4,0,0
ORD0002153,C000529,2024-11-30,Fragrance,121.59,9,0,1
ORD0002154,C000530,2024-09-22,Fragrance,294.78,4,0,0
ORD0002155,C000530,2025-11-25,Fragrance,83.12,3,0,0
ORD0002156,C000531,2025-05-11,Accessories,154.27,3,0,0
ORD0002157,C000531,2025-12-19,Fragrance,61.64,7,0,0
ORD0002158,C000531,2026-01-28,RTW,304.54,4,0,0
ORD0002159,C000531,2025-09-04,Accessories,231.45,3,1,1
ORD0002160,C000531,2025-04-28,Accessories,67.44,3,0,0
ORD0002161,C000532,2025-10-15,Beauty,188.83,5,0,0
ORD0002162,C000532,2025-07-25,Fragrance,156.79,3,0,0
ORD0002163,C000532,2025-05-04,Beauty,53.23,4,0,0
ORD0002164,C000532,2025-05-21,Beauty,50.0,6,0,0
ORD0002165,C000532,2024-11-06,Fragrance,559.22,2,0,0
ORD0002166,C000533,2025-03-17,Beauty,368.16,4,0,0
ORD0002167,C000533,2025-03-01,RTW,235.2,3,0,0
ORD0002168,C000533,2025-03-15,Beauty,223.17,2,0,1
ORD0002169,C000533,2025-09-25,Fragrance,119.22,3,0,0
ORD0002170,C000533,2025-07-30,Beauty,401.68,5,1,0
ORD0002171,C000533,2024-09-28,Beauty,279.14,2,0,0
ORD0002172,C000533,2025-01-05,RTW,338.85,4,0,1
ORD0002173,C000533,2025-10-06,Beauty,50.0,2,1,1
ORD0002174,C000534,2025-11-28,Accessories,586.4,4,0,0
ORD0002175,C000534,2024-12-22,Beauty,467.92,2,0,1
ORD0002176,C000534,2024-12-06,Beauty,206.09,2,0,0
ORD0002177,C000534,2025-10-20,Fragrance,557.27,4,0,1
ORD0002178,C000534,2025-01-14,Beauty,50.0,2,0,1
ORD0002179,C000534,2026-01-23,Accessories,326.65,4,1,0
ORD0002180,C000535,2025-03-28,Accessories,613.85,2,0,0
ORD0002181,C000535,2025-05-19,Accessories,131.23,3,0,0
ORD0002182,C000535,2025-01-10,RTW,508.16,4,0,0
ORD0002183,C000535,2025-04-25,Beauty,168.93,6,0,0
ORD0002184,C000536,2024-11-11,Fragrance,295.7,3,0,0
ORD0002185,C000536,2025-03-02,Beauty,114.95,8,0,0
ORD0002186,C000536,2026-01-16,Fragrance,117.76,3,0,0
ORD0002187,C000537,2025-03-14,Beauty,174.67,2,0,1
ORD0002188,C000537,2024-11-03,RTW,565.77,1,0,0
ORD0002189,C000537,2024-10-26,Accessories,509.4,4,0,1
ORD0002190,C000537,2025-03-10,Fragrance,1766.19,2,0,1
ORD0002191,C000537,2024-08-30,Fragrance,244.47,3,0,1
ORD0002192,C000537,2025-09-19,Accessories,1039.65,3,0,1
ORD0002193,C000538,2025-05-11,RTW,333.87,4,0,0
ORD0002194,C000538,2025-09-19,Fragrance,273.23,2,0,1
ORD0002195,C000538,2024-11-28,Beauty,170.33,6,0,1
ORD0002196,C000539,2025-10-11,Fragrance,262.61,3,0,1
ORD0002197,C000540,2025-02-09,Accessories,162.26,2,0,1
ORD0002198,C000542,2024-11-21,Beauty,442.75,11,0,1
ORD0002199,C000542,2025-08-04,RTW,121.8,1,0,1
ORD0002200,C000542,2024-10-25,RTW,752.54,3,0,0
ORD0002201,C000542,2024-10-02,RTW,437.59,4,0,1
ORD0002202,C000542,2025-03-13,RTW,447.28,3,0,1
ORD0002203,C000542,2025-10-16,Accessories,300.56,2,1,1
ORD0002204,C000542,2025-10-20,Accessories,211.86,1,1,0
ORD0002205,C000543,2024-09-02,Accessories,124.91,4,0,0
ORD0002206,C000543,2024-08-19,Fragrance,547.03,6,0,0
ORD0002207,C000543,2026-01-24,Beauty,330.97,4,0,0
ORD0002208,C000543,2026-01-15,Fragrance,521.65,4,1,0
ORD0002209,C000544,2024-12-21,Beauty,217.73,5,0,0
ORD0002210,C000545,2025-09-22,RTW,264.02,3,0,1
ORD0002211,C000545,2025-01-29,Beauty,176.12,6,0,0
ORD0002212,C000545,2026-01-17,RTW,64.54,4,0,0
ORD0002213,C000546,2025-09-14,RTW,426.21,4,0,1
ORD0002214,C000548,2025-05-06,Beauty,168.28,2,0,1
ORD0002215,C000548,2024-11-21,Accessories,191.93,4,1,1
ORD0002216,C000548,2025-08-15,RTW,134.84,4,1,1
ORD0002217,C000548,2025-06-10,Accessories,441.46,1,0,0
ORD0002218,C000549,2025-02-14,Fragrance,175.09,7,0,0
ORD0002219,C000549,2024-12-31,Beauty,119.58,3,0,0
ORD0002220,C000549,2024-10-15,Fragrance,168.59,6,0,0
ORD0002221,C000549,2025-08-11,Beauty,282.56,6,0,0
ORD0002222,C000549,2024-08-22,Fragrance,116.49,4,0,0
ORD0002223,C000550,2025-06-06,Fragrance,120.07,3,0,0
ORD0002224,C000550,2025-01-25,Accessories,433.77,4,0,0
ORD0002225,C000550,2025-05-01,RTW,222.65,4,1,1
ORD0002226,C000550,2024-11-17,RTW,540.18,2,0,1
ORD0002227,C000550,2025-04-13,RTW,126.24,4,0,1
ORD0002228,C000551,2025-09-03,Accessories,229.45,4,0,1
ORD0002229,C000551,2025-11-13,Fragrance,672.24,2,1,0
ORD0002230,C000551,2025-08-26,Accessories,991.62,4,0,0
ORD0002231,C000551,2025-04-13,Beauty,230.47,9,0,1
ORD0002232,C000552,2024-09-14,Beauty,151.93,7,0,0
ORD0002233,C000552,2025-11-05,Accessories,464.5,4,0,0
ORD0002234,C000552,2024-12-19,Accessories,420.8,4,0,0
ORD0002235,C000554,2025-04-05,Beauty,93.43,6,0,0
ORD0002236,C000554,2025-08-13,Beauty,235.56,7,0,1
ORD0002237,C000554,2025-01-07,Accessories,338.12,4,0,0
ORD0002238,C000554,2024-10-01,Beauty,136.85,6,0,1
ORD0002239,C000554,2025-11-29,RTW,253.93,3,0,1
ORD0002240,C000555,2024-12-30,Accessories,366.97,4,0,1
ORD0002241,C000555,2025-05-14,RTW,128.25,2,0,1
ORD0002242,C000555,2025-12-28,Fragrance,212.65,3,0,0
ORD0002243,C000555,2025-06-09,RTW,1002.29,3,0,1
ORD0002244,C000555,2025-09-04,Fragrance,769.4,4,0,0
ORD0002245,C000555,2025-02-26,Fragrance,227.22,3,0,0
ORD0002246,C000556,2026-01-18,Fragrance,143.02,5,1,0
ORD0002247,C000556,2025-10-16,Beauty,112.26,4,0,0
ORD0002248,C000556,2024-12-21,RTW,163.46,4,0,0
ORD0002249,C000556,2024-08-22,Beauty,64.57,8,0,0
ORD0002250,C000557,2025-02-11,Fragrance,462.17,1,0,1
ORD0002251,C000557,2025-05-15,Beauty,1535.06,8,0,0
ORD0002252,C000560,2025-05-08,RTW,308.85,2,0,1
ORD0002253,C000561,2025-06-29,Accessories,1358.05,4,0,0
ORD0002254,C000561,2025-11-24,Accessories,568.61,4,0,1
ORD0002255,C000561,2024-10-26,Beauty,281.59,7,0,1
ORD0002256,C000561,2026-01-15,Beauty,801.02,9,0,1
ORD0002257,C000561,2025-03-08,RTW,303.82,4,0,1
ORD0002258,C000561,2025-09-02,RTW,158.04,4,0,0
ORD0002259,C000561,2024-08-24,Beauty,199.41,6,0,0
ORD0002260,C000561,2024-12-31,Accessories,88.03,4,0,1
ORD0002261,C000561,2024-11-21,Beauty,321.97,3,0,1
ORD0002262,C000561,2025-08-25,Fragrance,178.28,3,0,1
ORD0002263,C000561,2025-11-29,Accessories,94.92,4,0,0
ORD0002264,C000561,2024-09-25,Accessories,1048.83,3,0,1
ORD0002265,C000562,2024-09-27,Fragrance,394.59,7,1,0
ORD0002266,C000562,2025-09-12,Accessories,87.35,4,0,1
ORD0002267,C000562,2025-10-31,Accessories,697.44,3,0,0
ORD0002268,C000563,2025-01-05,Fragrance,91.45,3,0,0
ORD0002269,C000563,2025-09-17,Beauty,726.5,5,0,0
ORD0002270,C000563,2025-06-13,RTW,120.64,4,0,0
ORD0002271,C000563,2025-06-03,Beauty,275.5,5,0,0
ORD0002272,C000563,2025-08-29,Accessories,67.53,1,0,0
ORD0002273,C000564,2024-09-06,Accessories,293.37,2,1,0
ORD0002274,C000564,2025-08-23,RTW,291.62,4,0,1
ORD0002275,C000564,2025-08-07,Beauty,406.73,4,0,1
ORD0002276,C000564,2025-12-11,RTW,85.1,4,0,1
ORD0002277,C000566,2025-06-27,RTW,136.28,3,0,1
ORD0002278,C000566,2025-10-03,Accessories,290.58,2,1,1
ORD0002279,C000566,2026-01-28,RTW,508.55,4,1,1
ORD0002280,C000566,2024-12-31,Beauty,464.98,2,0,1
ORD0002281,C000569,2025-12-15,Beauty,69.3,8,0,0
ORD0002282,C000569,2024-09-25,Fragrance,401.05,2,0,1
ORD0002283,C000569,2025-11-06,Accessories,361.6,4,0,1
ORD0002284,C000569,2025-01-03,RTW,86.5,2,0,1
ORD0002285,C000569,2025-06-04,Accessories,272.2,4,0,1
ORD0002286,C000569,2025-03-10,Fragrance,223.06,7,0,0
ORD0002287,C000570,2025-11-04,Accessories,570.62,2,0,1
ORD0002288,C000570,2024-09-23,Accessories,861.36,4,0,1
ORD0002289,C000570,2025-09-11,Fragrance,180.65,4,0,1
ORD0002290,C000570,2025-03-13,Fragrance,164.94,7,0,1
ORD0002291,C000570,2025-12-26,Accessories,591.51,3,1,1
ORD0002292,C000570,2026-01-13,RTW,210.02,4,0,1
ORD0002293,C000570,2025-07-28,Accessories,372.97,4,1,1
ORD0002294,C000570,2025-04-20,Beauty,576.19,4,0,0
ORD0002295,C000570,2025-01-07,Beauty,63.26,4,0,1
ORD0002296,C000571,2026-01-10,RTW,1069.88,3,0,1
ORD0002297,C000571,2024-11-13,Fragrance,239.75,1,0,0
ORD0002298,C000572,2024-11-24,Accessories,265.02,1,0,1
ORD0002299,C000572,2024-12-24,Accessories,245.46,3,0,1
ORD0002300,C000572,2025-11-03,Fragrance,341.25,2,0,1
ORD0002301,C000573,2025-06-14,Fragrance,1421.85,2,0,1
ORD0002302,C000573,2024-10-30,Beauty,214.82,3,0,1
ORD0002303,C000573,2025-04-30,Accessories,350.09,4,0,0
ORD0002304,C000574,2024-08-13,Beauty,545.22,2,0,1
ORD0002305,C000574,2025-07-15,Fragrance,757.52,3,0,1
ORD0002306,C000574,2025-04-04,Accessories,368.97,4,0,1
ORD0002307,C000574,2024-12-12,Fragrance,481.09,3,0,1
ORD0002308,C000574,2026-01-15,Accessories,699.51,1,0,1
ORD0002309,C000574,2024-08-16,Accessories,120.02,4,0,1
ORD0002310,C000574,2024-10-04,Fragrance,453.15,3,0,1
ORD0002311,C000574,2024-09-21,RTW,150.46,4,0,1
ORD0002312,C000574,2025-12-30,RTW,152.62,4,0,1
ORD0002313,C000574,2025-07-30,Accessories,165.4,4,0,1
ORD0002314,C000576,2024-10-22,Accessories,97.93,2,0,1
ORD0002315,C000576,2025-06-02,Accessories,338.43,4,0,0
ORD0002316,C000576,2025-09-17,Beauty,258.01,2,0,0
ORD0002317,C000576,2025-01-28,Accessories,222.13,4,0,0
ORD0002318,C000576,2024-08-14,Accessories,281.84,3,0,0
ORD0002319,C000577,2025-07-23,Fragrance,145.19,6,0,1
ORD0002320,C000577,2025-11-11,Fragrance,268.34,4,0,1
ORD0002321,C000579,2025-01-18,Beauty,306.59,4,0,0
ORD0002322,C000579,2024-10-15,Beauty,636.67,4,0,0
ORD0002323,C000579,2025-10-02,Beauty,227.0,3,0,0
ORD0002324,C000579,2025-10-30,RTW,401.77,3,0,1
ORD0002325,C000579,2025-04-02,Fragrance,108.84,4,0,1
ORD0002326,C000579,2025-11-15,RTW,80.0,3,1,0
ORD0002327,C000579,2025-09-04,RTW,2215.92,4,0,0
ORD0002328,C000581,2024-12-14,Accessories,466.54,4,0,1
ORD0002329,C000581,2025-08-02,RTW,331.95,4,0,0
ORD0002330,C000581,2024-09-29,Accessories,253.5,1,0,0
ORD0002331,C000581,2024-10-27,Accessories,262.9,4,1,0
ORD0002332,C000582,2025-05-05,Beauty,76.45,12,0,0
ORD0002333,C000582,2025-09-17,Accessories,425.5,4,1,0
ORD0002334,C000582,2025-04-05,Beauty,437.62,4,0,0
ORD0002335,C000582,2025-12-15,Fragrance,207.07,5,0,0
ORD0002336,C000582,2025-09-23,Beauty,101.45,1,1,0
ORD0002337,C000582,2025-09-23,Beauty,330.45,4,0,0
ORD0002338,C000582,2026-01-30,RTW,95.86,4,0,1
ORD0002339,C000582,2025-12-11,RTW,102.92,4,1,0
ORD0002340,C000582,2025-02-14,Beauty,177.33,2,0,0
ORD0002341,C000583,2024-10-17,Beauty,974.01,1,0,0
ORD0002342,C000583,2025-04-20,Accessories,210.2,4,0,0
ORD0002343,C000584,2025-08-02,Fragrance,305.62,6,0,0
ORD0002344,C000584,2025-03-01,RTW,216.05,1,0,0
ORD0002345,C000584,2025-04-19,Beauty,164.31,3,1,0
ORD0002346,C000584,2024-08-16,Fragrance,178.39,2,0,0
ORD0002347,C000584,2024-08-19,Fragrance,266.76,4,0,0
ORD0002348,C000584,2024-10-24,Beauty,331.51,5,0,0
ORD0002349,C000584,2024-11-27,Fragrance,116.33,6,1,0
ORD0002350,C000585,2025-01-13,Accessories,138.93,4,1,1
ORD0002351,C000585,2025-02-05,RTW,429.9,3,0,1
ORD0002352,C000585,2025-12-01,RTW,712.52,4,1,1
ORD0002353,C000585,2026-01-29,Accessories,360.35,4,0,1
ORD0002354,C000585,2025-10-11,Fragrance,419.04,3,0,1
ORD0002355,C000585,2025-03-14,RTW,364.34,4,0,1
ORD0002356,C000585,2025-12-17,Beauty,301.15,4,0,1
ORD0002357,C000586,2024-11-05,Accessories,198.11,3,1,1
ORD0002358,C000586,2025-07-10,RTW,74.22,3,1,1
ORD0002359,C000586,2024-11-16,RTW,117.0,4,0,1
ORD0002360,C000586,2026-01-26,RTW,370.32,4,0,1
ORD0002361,C000587,2025-11-03,Beauty,925.83,2,0,1
ORD0002362,C000587,2025-03-17,RTW,518.88,3,0,1
ORD0002363,C000587,2025-04-05,Accessories,336.26,4,0,1
ORD0002364,C000587,2024-08-14,Fragrance,316.19,3,0,1
ORD0002365,C000587,2025-06-26,Accessories,1563.17,3,0,1
ORD0002366,C000587,2025-09-18,Beauty,141.11,7,0,1
ORD0002367,C000588,2024-10-04,Fragrance,410.25,3,0,1
ORD0002368,C000588,2025-11-01,Beauty,381.35,4,0,1
ORD0002369,C000588,2024-08-21,RTW,714.99,4,0,0
ORD0002370,C000588,2025-07-07,Accessories,233.71,2,0,1
ORD0002371,C000588,2025-11-07,Accessories,459.72,4,0,1
ORD0002372,C000588,2025-11-19,Fragrance,258.62,1,1,1
ORD0002373,C000588,2025-08-26,RTW,614.73,3,0,1
ORD0002374,C000588,2024-12-14,RTW,820.08,3,0,1
ORD0002375,C000589,2024-10-08,RTW,183.73,4,0,1
ORD0002376,C000589,2025-01-27,Beauty,300.61,2,0,0
ORD0002377,C000589,2025-05-28,Fragrance,79.05,5,0,0
ORD0002378,C000590,2024-11-26,Accessories,2188.27,4,0,1
ORD0002379,C000591,2025-04-26,Beauty,199.34,3,0,0
ORD0002380,C000592,2024-11-17,Accessories,236.08,4,0,0
ORD0002381,C000592,2025-06-20,Beauty,410.82,4,0,0
ORD0002382,C000592,2025-03-30,RTW,476.9,3,0,0
ORD0002383,C000592,2025-03-26,Accessories,435.34,4,0,1
ORD0002384,C000593,2025-06-11,RTW,402.92,4,0,0
ORD0002385,C000593,2025-03-31,Fragrance,62.35,5,0,1
ORD0002386,C000593,2025-12-13,Fragrance,208.96,3,0,1
ORD0002387,C000593,2024-11-02,Accessories,264.42,4,0,0
ORD0002388,C000593,2024-12-24,RTW,414.13,2,0,0
ORD0002389,C000593,2025-02-04,Beauty,408.42,3,1,0
ORD0002390,C000593,2025-08-20,Accessories,171.64,4,0,1
ORD0002391,C000593,2026-01-21,Beauty,87.81,6,0,0
ORD0002392,C000593,2025-02-23,Accessories,314.94,4,0,1
ORD0002393,C000593,2025-12-18,Accessories,178.65,4,0,0
ORD0002394,C000594,2026-01-02,RTW,546.88,2,0,1
ORD0002395,C000594,2025-06-05,RTW,492.11,2,1,1
ORD0002396,C000594,2025-10-20,Fragrance,149.31,6,0,1
ORD0002397,C000594,2024-12-29,Beauty,233.29,3,1,0
ORD0002398,C000594,2026-01-11,Beauty,301.08,3,0,1
ORD0002399,C000594,2024-11-01,RTW,931.41,2,0,1
ORD0002400,C000595,2025-08-02,Accessories,175.73,4,0,1
ORD0002401,C000595,2025-01-16,Accessories,106.85,4,0,0
ORD0002402,C000596,2025-05-01,Accessories,844.49,4,0,1
ORD0002403,C000596,2025-08-02,Beauty,893.89,6,0,0
ORD0002404,C000597,2025-09-14,Beauty,400.26,2,0,0
ORD0002405,C000597,2025-01-30,Beauty,66.94,5,0,1
ORD0002406,C000597,2025-08-22,Beauty,358.6,5,0,0
ORD0002407,C000598,2025-12-10,RTW,354.41,4,1,1
ORD0002408,C000598,2025-06-25,Beauty,166.89,5,0,0
ORD0002409,C000598,2025-02-09,Beauty,201.47,4,0,0
ORD0002410,C000599,2025-05-10,Beauty,76.23,4,0,0
ORD0002411,C000599,2025-02-17,Beauty,307.87,4,1,1
ORD0002412,C000599,2024-09-13,Beauty,1084.95,5,1,1
ORD0002413,C000599,2025-07-19,Fragrance,591.3,3,0,1
ORD0002414,C000599,2025-12-11,Accessories,268.19,3,0,1
ORD0002415,C000600,2025-01-21,Beauty,134.09,3,0,0
ORD0002416,C000600,2025-11-24,Accessories,652.26,4,1,0
ORD0002417,C000600,2025-04-11,Beauty,1001.86,4,0,0
ORD0002418,C000601,2025-03-25,Accessories,152.63,3,0,1
ORD0002419,C000601,2025-10-01,Fragrance,127.9,3,1,1
ORD0002420,C000601,2025-12-29,Beauty,149.97,6,0,1
ORD0002421,C000601,2024-08-30,Accessories,307.6,4,0,0
ORD0002422,C000601,2025-04-14,Beauty,280.72,3,1,0
ORD0002423,C000601,2025-10-26,Beauty,183.99,5,0,0
ORD0002424,C000602,2025-02-20,Accessories,320.22,4,0,1
ORD0002425,C000602,2025-08-05,Beauty,130.6,3,0,1
ORD0002426,C000602,2025-05-26,Beauty,177.97,3,0,1
ORD0002427,C000602,2025-02-16,Fragrance,266.48,5,0,1
ORD0002428,C000602,2025-11-19,RTW,365.94,4,1,1
ORD0002429,C000602,2024-09-19,RTW,322.07,3,0,1
ORD0002430,C000602,2026-01-11,Fragrance,318.03,2,0,1
ORD0002431,C000602,2025-12-01,Accessories,297.93,2,1,1
ORD0002432,C000603,2024-11-07,RTW,73.49,3,0,1
ORD0002433,C000603,2025-05-28,Fragrance,191.84,6,0,0
ORD0002434,C000603,2025-09-24,Fragrance,139.27,5,0,0
ORD0002435,C000604,2025-07-16,Accessories,370.62,4,0,1
ORD0002436,C000604,2025-01-12,Fragrance,846.67,4,0,1
ORD0002437,C000604,2024-12-24,RTW,1286.16,4,0,1
ORD0002438,C000605,2025-08-23,Accessories,436.28,4,0,1
ORD0002439,C000605,2025-08-19,Accessories,1837.83,4,0,1
ORD0002440,C000605,2025-11-17,Accessories,697.38,2,0,0
ORD0002441,C000605,2025-03-16,Beauty,638.21,2,0,0
ORD0002442,C000606,2025-07-26,Fragrance,270.19,2,0,0
ORD0002443,C000606,2025-05-15,Fragrance,333.82,7,0,1
ORD0002444,C000608,2025-07-23,Fragrance,228.38,6,0,0
ORD0002445,C000608,2025-08-30,RTW,945.39,4,0,1
ORD0002446,C000608,2025-02-26,Beauty,187.78,2,0,1
ORD0002447,C000608,2025-12-29,RTW,830.72,4,0,0
ORD0002448,C000608,2024-11-25,Fragrance,93.86,7,0,1
ORD0002449,C000608,2025-05-25,Beauty,136.04,2,1,0
ORD0002450,C000608,2024-12-03,Beauty,214.51,3,0,1
ORD0002451,C000608,2025-08-28,Beauty,259.17,6,0,1
ORD0002452,C000609,2025-01-02,Beauty,90.03,7,0,1
ORD0002453,C000609,2025-09-13,RTW,425.6,4,0,1
ORD0002454,C000609,2025-02-22,RTW,318.65,4,0,0
ORD0002455,C000610,2024-10-20,Accessories,245.61,2,0,0
ORD0002456,C000610,2024-10-26,Fragrance,63.16,3,0,1
ORD0002457,C000610,2025-07-24,RTW,276.2,4,1,1
ORD0002458,C000610,2024-11-23,Fragrance,479.5,5,0,1
ORD0002459,C000610,2025-06-08,RTW,1155.25,3,0,1
ORD0002460,C000611,2025-07-31,Fragrance,50.0,4,0,0
ORD0002461,C000611,2025-09-08,Fragrance,157.09,4,0,1
ORD0002462,C000611,2025-07-23,RTW,143.49,4,1,1
ORD0002463,C000612,2024-10-13,Accessories,231.53,3,0,1
ORD0002464,C000612,2025-09-23,Accessories,276.01,4,1,1
ORD0002465,C000612,2025-10-29,RTW,1550.58,2,0,1
ORD0002466,C000612,2025-06-13,RTW,169.24,4,0,1
ORD0002467,C000612,2025-07-29,Fragrance,79.5,3,0,1
ORD0002468,C000612,2025-08-11,RTW,232.54,4,1,1
ORD0002469,C000612,2025-08-08,RTW,1369.06,2,1,0
ORD0002470,C000612,2024-08-11,RTW,414.37,4,0,1
ORD0002471,C000613,2024-09-17,Accessories,412.97,3,0,1
ORD0002472,C000613,2025-10-26,Accessories,74.22,4,0,1
ORD0002473,C000613,2024-09-02,RTW,174.86,4,0,1
ORD0002474,C000613,2025-02-24,RTW,146.52,3,0,1
ORD0002475,C000614,2025-03-16,RTW,691.65,4,0,0
ORD0002476,C000614,2024-10-06,Fragrance,136.89,5,0,0
ORD0002477,C000614,2025-01-05,Beauty,90.75,2,0,1
ORD0002478,C000614,2025-12-10,RTW,154.94,3,0,0
ORD0002479,C000614,2025-06-02,Accessories,564.86,4,0,0
ORD0002480,C000614,2025-06-23,Fragrance,141.24,6,1,0
ORD0002481,C000614,2025-08-25,Beauty,205.11,3,0,0
ORD0002482,C000616,2025-08-07,Fragrance,437.36,5,0,1
ORD0002483,C000616,2025-03-18,Beauty,124.32,5,0,0
ORD0002484,C000616,2024-08-22,RTW,173.36,4,0,0
ORD0002485,C000616,2024-09-29,Fragrance,724.94,2,0,1
ORD0002486,C000616,2025-06-26,Fragrance,1141.01,4,0,0
ORD0002487,C000616,2025-06-10,Beauty,282.36,4,0,0
ORD0002488,C000618,2025-12-01,Beauty,353.5,1,0,1
ORD0002489,C000618,2024-09-19,Accessories,807.04,4,0,0
ORD0002490,C000618,2025-09-18,Fragrance,504.2,1,0,0
ORD0002491,C000619,2025-10-10,Accessories,350.87,4,1,0
ORD0002492,C000619,2025-01-27,Fragrance,182.81,3,0,0
ORD0002493,C000619,2026-01-20,Beauty,286.9,5,0,0
ORD0002494,C000619,2026-01-17,Beauty,650.65,3,0,0
ORD0002495,C000619,2025-12-10,Fragrance,72.28,4,0,0
ORD0002496,C000619,2025-08-31,Beauty,170.97,3,0,0
ORD0002497,C000619,2024-11-07,Fragrance,68.22,4,0,0
ORD0002498,C000620,2025-09-22,Fragrance,259.97,1,0,1
